ID_Customer,PC1,PC2,cluster,cohort_ML
C00001,4.747731549859279,1.0525968708693056,0,Emerging
C00002,-1.9033549150002766,-3.1381093344399695,0,Emerging
C00003,7.749531639487548,-0.2073080422284304,4,Core
C00004,4.576194454889009,0.8861801540513129,4,Core
C00005,0.9110367176560069,0.570784795796743,0,Emerging
C00006,-0.9902175183658082,-2.3338771994899066,0,Emerging
C00007,0.21299172294973506,-2.4491277462926515,0,Emerging
C00008,3.2930192877540634,0.16382912039629172,0,Emerging
C00009,-2.604238948849561,-3.7484200559127565,1,Occasional
C00010,-1.0845853005625237,0.4921258154796169,0,Emerging
C00011,8.78086266750897,1.1864623655052895,4,Core
C00012,0.3347191014688052,-0.5376914352881988,0,Emerging
C00013,-3.0618625648104163,6.299470314300829,0,Emerging
C00014,2.6873426049738085,1.2006527624372996,0,Emerging
C00015,-4.188651303625464,0.65694970740872,0,Emerging
C00016,6.974309129500482,0.2272752092759222,4,Core
C00017,0.8068097874925654,-0.579797743513381,0,Emerging
C00018,0.7859974750437283,-1.9359236354602953,0,Emerging
C00019,-2.065672343897525,-2.8976818191121057,0,Emerging
C00020,-4.586090474748845,-0.6905168564612005,0,Emerging
C00021,-1.1997694429233805,0.9456603513169473,0,Emerging
C00022,-2.506848886555361,-0.190533637038658,0,Emerging
C00023,-2.0200567523817163,1.666927329165871,0,Emerging
C00024,3.433894946109479,-0.044855532675550217,0,Emerging
C00025,-2.5029875458251327,-1.0377941190244964,0,Emerging
C00026,-3.0609924196012823,-1.9548007480095424,0,Emerging
C00027,-4.023923481125987,8.061233523730657,2,Dormant
C00028,-2.0392436341663878,-2.70972459206732,0,Emerging
C00029,-0.8752663937534642,0.32110137796311583,0,Emerging
C00030,-1.9181339924659562,-2.54153677085087,0,Emerging
C00031,1.058526482707032,-0.285474009928159,0,Emerging
C00032,8.1408319247414,-0.5016738246868835,4,Core
C00033,0.9406536437776369,-1.5182638199366036,0,Emerging
C00034,5.068166648237286,-0.9645861467718755,4,Core
C00035,-0.6857982923315254,-0.010633538483771566,0,Emerging
C00036,-0.33807784880211494,-0.004740417270819915,0,Emerging
C00037,5.722097029195868,-0.11977833256071295,4,Core
C00038,-2.6269185371764685,7.044162367399784,2,Dormant
C00039,-0.5561222949385431,2.626624576337449,0,Emerging
C00040,-1.9800848492094671,-2.8905079816397174,0,Emerging
C00041,-2.012576135538572,-1.6160310062244179,0,Emerging
C00042,0.5231089505513983,0.8793942872734137,0,Emerging
C00043,14.490353832793065,2.8693647107945868,3,Power
C00044,-4.916817985519398,0.9586746082669295,0,Emerging
C00045,-4.279916017312125,7.681478924135068,2,Dormant
C00046,-3.891723272813383,-0.8107725829188894,0,Emerging
C00047,-4.144725054164259,-3.0871684860370974,0,Emerging
C00048,-1.058663819937663,0.13787840523872247,0,Emerging
C00049,0.7109659243579011,-0.07862072256348764,0,Emerging
C00050,5.981108056377028,1.4406206724813664,3,Power
C00051,-1.282051650079552,-0.3098442356621965,0,Emerging
C00052,-4.443157245128313,7.355505349284166,2,Dormant
C00053,-5.036471787526327,3.117051022949173,0,Emerging
C00054,-3.406186472663087,3.5607442559116036,2,Dormant
C00055,-4.320078562310854,-0.24756570868265487,0,Emerging
C00056,-2.49356603755047,6.493430583278595,2,Dormant
C00057,-4.83372707648177,8.418782485842964,0,Emerging
C00058,-1.5523339875789297,0.39087059905040367,0,Emerging
C00059,2.8721659197509264,0.28306930138603603,0,Emerging
C00060,-0.5425679045203768,-0.3748184147985801,0,Emerging
C00061,-1.9431569894416036,-1.717577908489054,0,Emerging
C00062,-2.3804883949248627,-2.931049986360105,0,Emerging
C00063,-2.8511154520253874,-1.6870715573303992,0,Emerging
C00064,3.1582676648476142,-2.6682685806032267,4,Core
C00065,-0.7159167884104529,-0.4475216112166129,0,Emerging
C00066,-3.219834276443243,-2.430915899403306,1,Occasional
C00067,12.525127927073445,1.5673655569987779,3,Power
C00068,-2.8641606591220263,-3.169419929010357,0,Emerging
C00069,-2.462425391086537,-2.3224485067975196,0,Emerging
C00070,-0.13212822868598254,-1.4228429012098072,0,Emerging
C00071,6.633561765258691,0.16496065086498485,4,Core
C00072,-0.827424004289522,-0.6537279092448041,0,Emerging
C00073,-2.9065872318036368,-3.5565212811642497,0,Emerging
C00074,-1.4440565677591002,-3.328582883485583,0,Emerging
C00075,-2.886687364884795,-1.9125924392527316,0,Emerging
C00076,-0.24334848088237662,-0.7002936014076848,0,Emerging
C00077,0.5309261095108155,0.941385374607801,0,Emerging
C00078,1.7476721533507473,0.7076520549342037,0,Emerging
C00079,3.0091241783092424,-0.10779758296331231,0,Emerging
C00080,-1.9206875407597312,-1.1630329278197562,0,Emerging
C00081,2.7551170626268537,1.541733259736329,0,Emerging
C00082,-0.15673653951978314,0.9920654783526925,0,Emerging
C00083,-3.4643495478944066,2.1068423071899223,0,Emerging
C00084,-1.3558947649730109,-1.5633547248560378,0,Emerging
C00085,10.22791377675541,1.6520949430950056,3,Power
C00086,-3.7505028676554732,3.8687361124571353,2,Dormant
C00087,-1.073067912088215,-2.1686741116010584,0,Emerging
C00088,-3.8935006964966803,1.843270727747822,0,Emerging
C00089,-2.7728580284318323,0.23276166149710692,0,Emerging
C00090,-3.2091817478840348,0.3299111348655332,0,Emerging
C00091,7.309191111496314,-1.0865712663313674,4,Core
C00092,-1.3721265475784579,-1.5426120447189273,0,Emerging
C00093,-2.8607614184638033,-0.48880701886312394,0,Emerging
C00094,-4.0877507439037855,-1.7446929336070436,0,Emerging
C00095,6.747798751741782,0.7466917882435952,4,Core
C00096,1.007917174926067,1.934166340442574,0,Emerging
C00097,6.438692087802417,1.8310921075616113,4,Core
C00098,-2.246220633364235,-2.336604343212039,0,Emerging
C00099,7.903733531693275,0.35852179853453053,4,Core
C00100,-2.633279217592888,-1.5095992167798353,0,Emerging
C00101,-1.1053377072690387,-0.6556291179184383,0,Emerging
C00102,-0.5340053569432417,-0.007431500524876823,0,Emerging
C00103,-2.205486977503396,1.1009831028863066,0,Emerging
C00104,0.00712384413206282,-0.1890179625295738,0,Emerging
C00105,-0.7582141353632919,-2.305119441777352,0,Emerging
C00106,-1.9724268755587,-3.331143725152869,0,Emerging
C00107,-2.1267592039590637,-4.748786214866552,0,Emerging
C00108,7.7636942377078,0.11670605952238648,4,Core
C00109,-5.300409481797559,2.7448556230558188,0,Emerging
C00110,-3.1625674303795788,6.874468374627218,0,Emerging
C00111,-2.541660185958982,0.9363009997164782,0,Emerging
C00112,8.530683676363855,1.3207827533680299,3,Power
C00113,-1.5290903325404326,-1.0396428499824593,0,Emerging
C00114,-0.7082749233264827,-1.5245544371771136,0,Emerging
C00115,-1.9536049565414342,-2.459680528402251,0,Emerging
C00116,-0.08184989186038472,0.004468550811986802,0,Emerging
C00117,9.84396959316015,2.8595688639003396,3,Power
C00118,-3.4965245434060273,2.664250674356165,2,Dormant
C00119,3.796702290453303,-1.063168173410022,0,Emerging
C00120,-5.271976604422833,0.38226116003184146,0,Emerging
C00121,7.75328764886363,-0.48328777192573863,4,Core
C00122,0.4292000791243128,-0.6057819202049224,0,Emerging
C00123,-4.361838814876822,8.130557152352464,2,Dormant
C00124,-4.131403368329258,5.700684379763601,2,Dormant
C00125,-4.714767005432225,3.7169069990161443,2,Dormant
C00126,-3.3744580261585324,-1.3585308729269998,0,Emerging
C00127,-1.922152699474169,0.12461708428721278,0,Emerging
C00128,3.525125017859481,0.915857776814926,4,Core
C00129,-2.6979743050318237,-2.57729291357517,0,Emerging
C00130,8.347166053364983,1.6229828702297533,3,Power
C00131,0.7614929903356658,-2.354819887604976,0,Emerging
C00132,-2.1910811724426527,0.44499761810862165,0,Emerging
C00133,5.359183797997537,-0.9083465872440614,4,Core
C00134,-1.9380657497344744,0.8240984578481951,0,Emerging
C00135,1.0945178583923856,-0.5064720639198749,0,Emerging
C00136,1.7057123443377122,-3.0312341395509117,0,Emerging
C00137,1.0928498218065688,-1.3855880628036934,0,Emerging
C00138,-2.1354508469598747,-1.0255867340029532,0,Emerging
C00139,-4.730153598434219,2.7940616118868795,0,Emerging
C00140,-2.352564387154002,-2.56266770408271,0,Emerging
C00141,14.681016897614033,4.478513512017145,3,Power
C00142,0.404770477977203,-0.5130617072982366,0,Emerging
C00143,1.4857745999611516,1.5125457489828198,0,Emerging
C00144,7.646867676435279,0.27184256667260803,4,Core
C00145,-3.5745091010322456,5.732538924873096,2,Dormant
C00146,0.3289145451744712,-2.876876943980148,0,Emerging
C00147,3.136798497861881,1.7172925675687012,0,Emerging
C00148,-3.3677164224658855,-5.206542013640695,1,Occasional
C00149,3.547863974936256,-1.4066380930518794,0,Emerging
C00150,1.7978726630990598,0.3673708200692635,0,Emerging
C00151,-2.2738471436435894,-0.7591907277632531,0,Emerging
C00152,-2.1456314466661524,3.207886177756873,2,Dormant
C00153,-3.1834771496606313,-2.8559920357431823,0,Emerging
C00154,-1.81581921701273,1.5717919152041648,0,Emerging
C00155,0.7258082067871847,0.7037584993579136,0,Emerging
C00156,-0.6752242084019722,-1.4915569735723564,0,Emerging
C00157,-4.304372129786488,5.5011836317522445,2,Dormant
C00158,-0.4042980400260337,1.2959309093514435,0,Emerging
C00159,6.942695748668629,2.510823014626443,4,Core
C00160,-0.40052702687307457,-1.0177363343621588,0,Emerging
C00161,-3.2333887608630687,-0.7883646712955942,0,Emerging
C00162,-4.614918446979958,0.007470178643551522,0,Emerging
C00163,-3.6449548386794577,-2.636514113999794,0,Emerging
C00164,-1.080401672999976,0.446696833864615,0,Emerging
C00165,7.33187061786344,1.3930446175858031,4,Core
C00166,-4.580776103643039,-4.502098115232973,1,Occasional
C00167,-2.0108428351629266,-2.766102848186631,0,Emerging
C00168,5.456485279440141,-0.9531709832225097,4,Core
C00169,-1.1742140590210086,0.7499394453807996,0,Emerging
C00170,6.272559258715374,0.8927993446425815,4,Core
C00171,-3.7835915626614107,0.15314277070871843,0,Emerging
C00172,-0.8792794615628986,-0.8612192666467129,0,Emerging
C00173,4.49074846978166,0.1560120511729985,4,Core
C00174,5.1130902253844726,-1.7053462787645448,4,Core
C00175,-1.3469877071968113,-2.43938393093273,0,Emerging
C00176,2.3769545082910657,-1.1888790006706789,0,Emerging
C00177,5.1334021963850605,-0.5252119970267093,4,Core
C00178,-2.106583737125528,-2.4264616408691575,0,Emerging
C00179,-2.619252563600903,-0.5877196781661664,0,Emerging
C00180,1.9812207946293885,1.4768049433305348,0,Emerging
C00181,-2.4328854882122495,0.31149215145583053,0,Emerging
C00182,-2.0819583940847854,3.1860973953249774,0,Emerging
C00183,5.308677133909936,-0.005463778161564136,4,Core
C00184,-2.6461897261518015,-2.1733134783077004,0,Emerging
C00185,-0.8648047811384318,-1.9195851770135886,0,Emerging
C00186,1.3229631973146658,-0.600103182349482,0,Emerging
C00187,-2.8446514444311353,-2.0984837543176242,0,Emerging
C00188,6.272995434289416,0.5780647669380292,4,Core
C00189,7.502173783165241,-0.6392689759224333,4,Core
C00190,-3.1135499837705334,-0.7493476306823809,0,Emerging
C00191,-0.6871935675413742,-3.463681687128476,0,Emerging
C00192,-2.6277055820984767,-1.517886579115403,0,Emerging
C00193,-0.6060127302669365,-1.2120799892605754,0,Emerging
C00194,-2.2322137814585115,-0.26782774538972526,0,Emerging
C00195,1.951530736855351,0.08405619768285565,0,Emerging
C00196,-3.5976289845915095,-2.1995535847755505,0,Emerging
C00197,0.5412210503029128,0.5387057857704066,0,Emerging
C00198,4.01599794443648,-1.198498475197184,4,Core
C00199,-3.756020697235472,-0.6587560948903948,0,Emerging
C00200,-1.1428029407625777,0.5818817856336622,0,Emerging
C00201,4.36673561586083,-1.8766644810447097,4,Core
C00202,-2.677592305464323,0.46781115271690804,0,Emerging
C00203,-2.289676082279501,-3.112718251022034,0,Emerging
C00204,10.942520010164595,2.110898495613899,3,Power
C00205,4.982914271717321,-0.5545010534783875,4,Core
C00206,4.7547796033551855,-0.0523305999261344,4,Core
C00207,-3.418437149103599,-1.8688282093826767,0,Emerging
C00208,-1.923016496594242,-2.653294313631594,0,Emerging
C00209,0.5177998255352289,0.387463867027861,0,Emerging
C00210,-0.08151747549285418,-1.7674112612062312,0,Emerging
C00211,4.845035849231009,0.9499860441913632,4,Core
C00212,-4.361913045614639,0.4662631409897858,0,Emerging
C00213,-4.82969102955098,4.972181678077558,2,Dormant
C00214,0.5971911417263913,0.5859230882221051,0,Emerging
C00215,-3.3606885657385366,-2.1290112163801482,0,Emerging
C00216,0.5347917711935807,4.071988656999411,0,Emerging
C00217,-0.27247061344740797,-1.2443470433040893,0,Emerging
C00218,1.311021892847984,-0.3066933197515922,0,Emerging
C00219,-3.561611378393199,-1.3256865545765035,0,Emerging
C00220,0.01678377998491912,-2.442215842625241,0,Emerging
C00221,-1.6574704807408485,1.4124180551284695,0,Emerging
C00222,6.497027910566801,-0.22605077755492942,4,Core
C00223,-2.3422939593303593,-2.186092134956978,0,Emerging
C00224,-4.128458005872331,0.25920870100590643,0,Emerging
C00225,4.837567051701442,0.9196353550426429,0,Emerging
C00226,-2.4412703655118855,-0.8344680888261561,0,Emerging
C00227,4.614442382256468,-1.0621492475951815,0,Emerging
C00228,-0.6520797601642078,0.929336499142714,0,Emerging
C00229,-0.7932827156210112,0.6777754951174195,0,Emerging
C00230,5.770147597882575,-1.112972065267879,4,Core
C00231,-3.9650856250662327,1.2230883849161727,0,Emerging
C00232,3.2973838693236948,-0.7018296489845248,0,Emerging
C00233,-1.6540329062598706,0.016694823105848907,0,Emerging
C00234,-5.221962623665044,7.0800598408929485,2,Dormant
C00235,7.432406665139294,-1.2598783343293978,4,Core
C00236,-0.11328751771051337,-1.9176113315727137,0,Emerging
C00237,0.3030029835307412,-0.9547961000501186,0,Emerging
C00238,-3.2338074637873833,-1.1433445311075403,0,Emerging
C00239,-1.0198841867074253,0.8953743843892361,0,Emerging
C00240,6.786939713625182,-1.0922283394712389,4,Core
C00241,2.3294936754770994,-0.33758609831121006,0,Emerging
C00242,-3.273691101518322,2.1314222028027485,0,Emerging
C00243,-2.676685783846552,-0.24748844774329842,0,Emerging
C00244,1.1741601259069885,0.3125880902585998,0,Emerging
C00245,12.050345051394832,2.4186630595984577,3,Power
C00246,-1.8062566288455808,-3.2528871002543767,0,Emerging
C00247,-4.708182350235638,4.51994441377848,2,Dormant
C00248,-2.5909217955302215,-1.7423664651225228,2,Dormant
C00249,-0.7110856186260994,0.1858424725948012,0,Emerging
C00250,2.219690238608109,-0.5376526543848495,0,Emerging
C00251,-1.851221863941857,-0.5377534932668893,0,Emerging
C00252,-4.997462757621139,-1.8383603180407315,1,Occasional
C00253,0.3262831400083205,0.4426764775626014,0,Emerging
C00254,-1.8812556102609457,-3.120588401416384,0,Emerging
C00255,-0.013812318855280408,-0.3603638261877373,0,Emerging
C00256,-4.425578959235324,3.4284693022151997,0,Emerging
C00257,-0.1971083934371852,-2.8647636629046813,0,Emerging
C00258,1.5205218713527624,0.26070555135066087,0,Emerging
C00259,-3.7637801254597343,-2.7689715251570473,0,Emerging
C00260,-1.3535573284711813,-2.926079945759491,0,Emerging
C00261,-0.3881188633250032,0.6887533672659576,0,Emerging
C00262,-4.593277405075865,3.676604648069272,0,Emerging
C00263,-3.8566734889381276,-1.897489155250922,0,Emerging
C00264,-1.8345421531887753,1.2330753645801198,0,Emerging
C00265,1.7514408371984465,-2.0777447425747413,0,Emerging
C00266,0.08873808728833098,0.057611082046804526,0,Emerging
C00267,-2.67789533521529,-2.5992528684377754,1,Occasional
C00268,-2.1033969096764,-2.523308089806259,0,Emerging
C00269,11.340298394886348,4.806108515218298,3,Power
C00270,-0.9001157398817082,1.3431925473456041,0,Emerging
C00271,-2.820016314451834,-1.4597846913205128,0,Emerging
C00272,-1.937990497453083,-5.36759586012941,1,Occasional
C00273,-3.95110573486364,6.510608509661481,2,Dormant
C00274,0.33545046562387903,-2.2619100848811073,0,Emerging
C00275,-0.08405769040347194,-2.693226593880048,0,Emerging
C00276,-1.6448605892375032,-0.8692870245405544,0,Emerging
C00277,5.168130295433695,-0.9504646002949102,4,Core
C00278,4.962367247149898,-1.3140068536645573,0,Emerging
C00279,-1.2663033712592942,-2.236539001704064,0,Emerging
C00280,4.7092052771533295,-0.6383386200095477,4,Core
C00281,-3.821933412932185,-2.8050231349967047,0,Emerging
C00282,-4.316324700034672,0.6429312345397634,0,Emerging
C00283,2.9518690904192897,-1.1166630553120456,4,Core
C00284,-1.750600060431901,-1.3600578630217317,0,Emerging
C00285,-4.930412888904051,8.393560528459897,2,Dormant
C00286,4.6177710023976,1.0731260327373258,4,Core
C00287,0.7742876154712891,-2.8291755103831684,0,Emerging
C00288,0.25273899961976837,-1.7647837757349214,0,Emerging
C00289,0.2247628968451338,-0.7380280897426066,0,Emerging
C00290,0.8223876620410654,-1.239472074880277,0,Emerging
C00291,1.3408666710708883,1.3388529239801663,0,Emerging
C00292,-1.5799471258515068,-2.0890213332775946,0,Emerging
