ID_Customer,Sales,Units,order_lines,active_purchase_months,distinct_products,prd_line_coverage_pct,prd_grp_1_coverage_pct,prd_grp_2_coverage_pct,prd_grp_3_coverage_pct,avg_order_line_value,avg_unit_price_realized,active_months,lifetime_months,months_since_last_purchase,activity_ratio_lifetime,max_consec_active_months,current_consec_active_months,avg_inactive_gap_months,max_inactive_gap_months,is_inactive_6m,is_inactive_12m,avg_monthly_revenue,historical_ltv,purchase_freq_per_year,R_recency_m,F_frequency_m,M_sales,sf_active_months,sf_active_in_last_3m,sf_active_in_last_6m,sf_active_in_last_12m,sf_total_events,sf_total_selling_time,sf_total_activity_time,sf_activity_ratio_lifetime,sf_events_per_active_month,has_salesforce_activity,sales_without_recent_sf_activity,sf_activity_without_recent_sales,sales_value_segment,recency_segment,purchase_share_grp1_Automation Modules,purchase_share_grp1_Core Products,purchase_share_grp1_Maintenance Kits,purchase_share_grp1_Premium Products,purchase_share_grp1_Safety Solutions,purchase_share_grp1_Service Contracts,purchase_share_grp3_Calibration Kits Type 1,purchase_share_grp3_Calibration Kits Type 2,purchase_share_grp3_Compliance Safety Type 1,purchase_share_grp3_Compliance Safety Type 2,purchase_share_grp3_Controllers Type 1,purchase_share_grp3_Controllers Type 2,purchase_share_grp3_Core Advanced Type 1,purchase_share_grp3_Core Advanced Type 2,purchase_share_grp3_Core Basic Type 1,purchase_share_grp3_Core Basic Type 2,purchase_share_grp3_Core Replacement Type 1,purchase_share_grp3_Core Replacement Type 2,purchase_share_grp3_Extended Support Type 1,purchase_share_grp3_Extended Support Type 2,purchase_share_grp3_Facility Safety Type 2,purchase_share_grp3_Installation Type 1,purchase_share_grp3_Installation Type 2,purchase_share_grp3_Monitoring Type 1,purchase_share_grp3_Monitoring Type 2,purchase_share_grp3_Personal Safety Type 1,purchase_share_grp3_Personal Safety Type 2,purchase_share_grp3_Premium Custom Type 1,purchase_share_grp3_Premium Custom Type 2,purchase_share_grp3_Premium Plus Type 1,purchase_share_grp3_Premium Plus Type 2,purchase_share_grp3_Premium Standard Type 1,purchase_share_grp3_Premium Standard Type 2,purchase_share_grp3_Preventive Kits Type 1,purchase_share_grp3_Preventive Kits Type 2,purchase_share_grp3_Repair Kits Type 1,purchase_share_grp3_Repair Kits Type 2,purchase_share_grp3_Sensors Type 1,purchase_share_grp3_Sensors Type 2,purchase_share_grp3_Training Type 1,purchase_share_grp3_Training Type 2,cluster,cohort_ML
C00001,144433.27,653,47,23,5,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.1428571428571428,3073.0482978723403,221.18418070444105,23,34,1,0.6764705882352942,7.0,3.0,0.5,3.0,0,0,4248.037352941176,144433.27,8.117647058823529,1,23,144433.27,29,1,1,1,117,81.92,67.59,0.8055555555555556,4.0344827586206895,1,0,0,Top Value,Very Recent,0.1914241960183767,0.1653905053598774,0.1653905053598774,0.4777947932618683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653905053598774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664624808575804,0.0,0.0,0.2113323124042879,0.0,0.0,0.1653905053598774,0.0,0.1914241960183767,0.0,0.0,0.0,0,Emerging
C00002,4738.610000000001,21,17,8,9,1.0,0.6666666666666666,0.3333333333333333,0.2285714285714285,278.7417647058824,225.64809523809527,8,31,1,0.2580645161290322,3.0,1.0,3.2857142857142856,14.0,0,0,152.8583870967742,4738.610000000001,3.096774193548387,1,8,4738.610000000001,13,1,1,1,45,28.87,18.84,0.4333333333333333,3.4615384615384617,1,0,0,Low Value,Very Recent,0.3333333333333333,0.3333333333333333,0.0,0.1904761904761904,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761904,0.0,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0952380952380952,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0,Emerging
C00003,199361.8,658,105,31,11,0.5714285714285714,0.8333333333333334,0.5,0.2857142857142857,1898.6838095238093,302.98145896656536,31,35,1,0.8857142857142857,15.0,4.0,0.1333333333333333,1.0,0,0,5696.051428571428,199361.8,10.62857142857143,1,31,199361.8,24,1,1,1,124,76.3,70.78,0.7272727272727273,5.166666666666667,1,0,0,Top Value,Very Recent,0.0,0.3282674772036474,0.1200607902735562,0.1504559270516717,0.1474164133738602,0.2537993920972644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0881458966565349,0.2401215805471124,0.0,0.0,0.0,0.0,0.0,0.1474164133738602,0.094224924012158,0.0319148936170212,0.0,0.0,0.0,0.0,0.0,0.0,0.0486322188449848,0.0,0.0,0.1018237082066869,0.0531914893617021,0.0,0.0,0.0668693009118541,0.0,0.0,0.1276595744680851,0.0,4,Core
C00004,130129.62,684,76,26,4,0.5714285714285714,0.5,0.2222222222222222,0.1142857142857142,1712.231842105263,190.24798245614036,26,36,0,0.7222222222222222,10.0,10.0,0.4,3.0,0,0,3614.7116666666666,130129.62,8.666666666666666,0,26,130129.62,23,1,1,1,100,59.66,48.33,0.6571428571428571,4.3478260869565215,1,0,0,Top Value,Very Recent,0.2631578947368421,0.4780701754385965,0.2587719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.2353801169590643,0.0,0.2426900584795321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2587719298245614,0.0,0.0,0.0,0.0,4,Core
C00005,39122.45,78,36,17,5,0.7142857142857143,0.6666666666666666,0.2222222222222222,0.1428571428571428,1086.7347222222222,501.5698717948717,17,30,5,0.5666666666666667,5.0,1.0,0.8125,5.0,0,0,1304.0816666666665,39122.45,6.8,5,17,39122.45,23,1,1,1,82,47.96,43.34,0.6388888888888888,3.565217391304348,1,0,0,High Value,Cooling,0.1538461538461538,0.2179487179487179,0.0,0.1538461538461538,0.0,0.4743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2179487179487179,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.141025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0,Emerging
C00006,29703.28,167,25,12,9,0.8571428571428571,1.0,0.5,0.2571428571428571,1188.1312,177.86395209580837,12,30,6,0.4,4.0,1.0,1.6363636363636365,6.0,1,0,990.1093333333332,29703.28,4.8,6,12,29703.28,13,1,1,1,39,30.16,19.04,0.40625,3.0,1,0,0,High Value,Cooling,0.0359281437125748,0.1377245508982036,0.2335329341317365,0.0778443113772455,0.2514970059880239,0.2634730538922156,0.0,0.1377245508982036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377245508982036,0.0,0.0,0.0,0.2514970059880239,0.0,0.2095808383233532,0.0359281437125748,0.0,0.0,0.0,0.0,0.0479041916167664,0.029940119760479,0.0,0.0,0.0,0.0,0.0,0.0,0.0958083832335329,0.0,0.0,0.0,0.0538922155688622,0,Emerging
C00007,26765.2,50,26,14,11,0.7142857142857143,0.8333333333333334,0.5,0.2857142857142857,1029.430769230769,535.304,14,33,2,0.4242424242424242,5.0,1.0,1.4615384615384617,4.0,0,0,811.0666666666667,26765.2,5.090909090909091,2,14,26765.2,13,1,1,1,48,41.14,25.130000000000003,0.4193548387096774,3.692307692307693,1,0,0,High Value,Recent,0.32,0.16,0.18,0.12,0.0,0.22,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0,Emerging
C00008,45859.17,149,44,19,11,1.0,0.5,0.3333333333333333,0.2857142857142857,1042.2538636363636,307.7796644295302,19,27,1,0.7037037037037037,8.0,3.0,0.4444444444444444,2.0,0,0,1698.4877777777776,45859.17,8.444444444444445,1,19,45859.17,31,1,1,1,99,74.72,52.91,0.8611111111111112,3.193548387096774,1,0,0,High Value,Very Recent,0.6577181208053692,0.1208053691275167,0.2214765100671141,0.0,0.0,0.0,0.0,0.0738255033557047,0.0,0.0,0.0067114093959731,0.1006711409395973,0.1208053691275167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2080536912751678,0.0671140939597315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0939597315436241,0.0536912751677852,0.1677852348993288,0.1073825503355704,0.0,0.0,0,Emerging
C00009,12368.78,48,20,11,6,0.4285714285714285,0.6666666666666666,0.3333333333333333,0.1714285714285714,618.4390000000001,257.6829166666667,11,34,1,0.3235294117647059,2.0,1.0,2.3,9.0,0,0,363.7876470588236,12368.78,3.882352941176471,1,11,12368.78,8,0,0,1,30,17.45,19.58,0.3809523809523809,3.75,1,1,0,Mid Value,Very Recent,0.1458333333333333,0.5,0.1458333333333333,0.0,0.0,0.2083333333333333,0.0,0.1041666666666666,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.1458333333333333,0.0,0.0,1,Occasional
C00010,5432.84,30,18,11,7,0.7142857142857143,0.8333333333333334,0.3888888888888889,0.2,301.82444444444445,181.09466666666668,11,27,9,0.4074074074074074,5.0,1.0,1.6,4.0,1,0,201.2162962962963,5432.84,4.888888888888889,9,11,5432.84,22,1,1,1,73,46.83,39.88,0.6666666666666666,3.3181818181818183,1,0,1,Low Value,Inactive,0.1333333333333333,0.3666666666666666,0.1333333333333333,0.1333333333333333,0.2333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.1333333333333333,0.0,0.0,0,Emerging
